comment,replies,date,user_name
I can't wait to vote Trudeau out,"['i wonder if youll still be standing 10 toes down when all the women in your life are subjected to the consequences of your vote', 'Huh \u200b@@user-ou5os5xc2h', '@user-ou5os5xc2h like what?', '@@user-ou5os5xc2h - Explain how?', '@@user-ou5os5xc2h What']",2024-11-06T20:51:30Z,@ricknichol3688
Trudeau has been abysmal on national security and our armed forces. Listening to his hypocrisy is sickening.,[],2024-11-06T20:50:56Z,@marklundy6879
"pp said he would stand up to trump. That I want to see. Lets have the election now and see common sense vs trump. I want to see what pp does when trump slaps tariffs on Canadian dairy, lumber, oil, and steel like he did last time. Talk is cheap at this point.","[""Oh please. Educate yourself. \nDon't dump on our President! Worry about who you all run yours!!""]",2024-11-06T20:47:24Z,
Canadians cant buy groceries and cant pay outrageous home cost and rent..Its a complete joke,[],2024-11-06T20:46:50Z,@PaulArrowsmith-jl6dg
tick tock Trudeau tick tock,[],2024-11-06T20:43:05Z,@bowserb62
It's not security but a gag order to protect the LNDP Literally Non Democratic Party.,[],2024-11-06T20:42:54Z,@markfair7648
This dummy trudeau has the clearance and notbine thing happened....so whats the point dummy trudeau,[],2024-11-06T20:41:45Z,@aaronjo331
Trump steps all over Trudeau.,"[""that's why Trump says' 'there's a special place in hell for Trudeau.' ?  Trudeau played back Trump's own game. Trudeau will do fine.""]",2024-11-06T20:41:36Z,@Wl0006
SLOGANS ACTUALLY ROCKS TRUDEAU!!!  LIBERALS ARE UNFAIRE VOTE FOR PIERRE!!  SEE HOW MUCH FUN THAT WAS 😅,[],2024-11-06T20:41:24Z,@stevejohnson1012
Pierre is right that the carbon tax will help out Trump and Americans. Axe the tax.,"['Not right google the median income in 2014 was 55,600 and in 2024 is 65,000. How is he correct? he did not take one course in statistics so he says anacdotes and innuendos.', '@@tekskilldev8310what are you even on about you bot ?', '\u200b@@tekskilldev8310For how many individuals in Canada? Did that number increase or decrease within that period?🤔', ""@@LJC370 How about understanding the 'median' statistics? How many individuals affects the mean more than it does the median. So, taking a stat 101 would help."", 'Adjusted by inflation?\u200b@@tekskilldev8310']",2024-11-06T20:40:34Z,@markfair7648
"When JT talked about national security and defence, that was rich!","[""It was super accurate and truthful. PP just stood there and couldn't muster a thing to say."", ""\u200b@@BobBob-b5dPP can't do anything legally even with the clearance if given. The real question is , if Trudeau knows everything as he says he does, why hasn't he done anything about it.. it's on his shoulders.. not PP."", 'I dont like Trudeau,  but when it comes to foreign policy, specifically Pollieve is a coward and a wimp.  Pollieve is going to take every opportunity to hand over canada, for free, into the complete ownership of the usa.']",2024-11-06T20:38:55Z,@michaelsun9296
Listen I’m with Pierre on cost of living but the background laugh track of his support needs to shut up when Trudeau is speaking. Like act your age and gain some professionalism. Y’all are a bunch of children when you act like that.,"['I agree. While I do support Poilievre, I would like to see a more mature approach from the opposition party when someone is trying to speak. Even if what is being said is laughable, it’s just basic common courtesy.']",2024-11-06T20:36:38Z,@megpark5193
PP4PM🇨🇦,[],2024-11-06T20:36:36Z,@mitcholineck5345
Trudeau is a complete embarrassment,"['I dont like Trudeau,  but when it comes to foreign policy, specifically Pollieve is a coward and a wimp.  Pollieve is going to take every opportunity to hand over canada, for free, into the complete ownership of the usa.']",2024-11-06T20:31:55Z,@jeffgulley7935
It was Harper and little pp who threw away Canadian sovereignty and allowed the American cops to come threaten and harrass Canadians on Canadian soil at our airports.,"[""So why didn't Trudeau fix it, instead of making it worse?  Deflecting to well over a decade ago isn't going to help your cause in any facet, bobby."", ""@@kanuduh5234Yah, you try going back on a deal/contract and see how easy that is… 10 years ago certainly reveals the person's hypocrisy and pattern of behaviour. And that's what pp will do again."", ""@@BobBob-b5d 10 years has revealed the incompetence and corruption of the current PMO, and your desperate deflections expose your pathetic hyperbolic conjecture.  Better start booking them therapist appointments, sounds like you're going to need them come next election."", ""@ it doesn't even matter materialistically to me one bit if the Liberals, Cons or even NDP lead the country next. I'm well off enough to withstand any of them… I just don’t want pp to be rewarded for his vil,lainous ways."", ""@@kanuduh5234 @ Tell me all the places you sought out for therapy in the last 10 years so I won’t go to them as apparently they're not working, for you.""]",2024-11-06T20:30:40Z,@BobBob-b5d
The budget will balance its self.,['ill see you in the streets and i wont be sharring my tent with you🫡'],2024-11-06T20:30:28Z,@jmj949
Just have to love watching the liberal puppets nod and clap to JTs ridiculous talking points. Ask Canadians about how we feel about JTs protection of Canada. What a joke!,[],2024-11-06T20:30:15Z,@Lostintime79
It’s dumb for the current elected PM to blame a future upcoming PM on the current state of affairs taking place while under the leadership of the current elected PM 😂,"[""he is blaming the conservative leader as the conservative leader was part of the previous conservative government under stephen harper. that is part of poilievre's record in parlament.  stop voting liberal and conservative if you want change and elect a new party federally."", 'What is it with liberals always accusing conservatives of being what liberals are?', 'This is AMAZING 😂😂😂 I LOVE IT', 'Trudeau is never to blame. Trudeau and the Liberals are problem causers, not problem solvers. Look at their poor track record.', 'Justin is not too bright.  So']",2024-11-06T20:28:42Z,@anna-belle5209
FJT,[],2024-11-06T20:24:57Z,@EricAlHarb
Explain how the security of Canadians depends on the leader of the opposition?,"[""Think of this scenario,,, You’re part of the occupying convoy invading Ottawa and within your group there's this careless guy who inadvertently is revealing info to the cops. That’s pp. Barber, Lich and you can only do so much in restricting leaks when a loose mouth is yapping constantly."", '@@BobBob-b5d What a bunch of non sensical hyperbole, The courts defined the peaceful protest in Ottawa much differently then you do', '@@bryandepencier8443No it didn’t. It just said there were other ways to deal with you. It never absolved you of your loathsome criminalistic behaviours.', ""@@bryandepencier8443 Not surprised any of you PP supporters don't get it."", '@@bw6078 Please explain it..']",2024-11-06T20:23:52Z,@GeoffBarnes-l9k
very very much looking for a change in leadership.  it makes me wonder sometimes who are liberals actually working for.... bc it certainly isn't for canadians or canada.,['what makes the conservatives any different? you think theyre immune to bribes and/or foreign interferrance?'],2024-11-06T20:23:29Z,@nickyalousakis3851
This is like high school civics class,[],2024-11-06T20:21:39Z,@lukemoloney1113
They both have no clue to the cost of living. Never will...,"[""Well seeing as Pierre calling out trudeau on how ridiculously expensive everything is, I'd say he has an idea"", '@willcox2073\xa0 3.1 million by age 31. He will never truly know what shift work and pay to pay is all about.', '\u200b@@Dot-he2keYou mean trust fund JT? You are correct']",2024-11-06T20:21:38Z,@Dot-he2ke
