comment,replies,date,user_name
"When a worker fails to do their job, you dismiss them and find someone else.  They may not be better, but why stick with a bad sure thing?",[],2024-11-02T23:16:25Z,@bigverybadtom
He’s unpopular because he ruined the country.,[],2024-11-02T17:16:39Z,@lukegaudet2975
"Your title is wrong.  The Liberals, formerly the centrist party in Canada, shifted WELL left under Trudeau.  Most Canadians are still centrist.  Perhaps a little more socially liberal but also likely somewhat more fiscally conservative.  Trudeau's moronic policies and tendency towards virtue politics (window dressing with ZERO substance) has always been a problem but now that he's broken our once ""gold standard"" immigration program, destroyed housing, driven the cost of food and goods through the roof and made Canada a laughable afterthought on the world stage, he's done.  Sadly, he's the only one who doesn't know this along with his small circle of ass-kissers.  Don't get me started on the scandals either.  This has been the most corrupt government in Canadian history while simultaneously, the least transparent.  Why so unpopular?  HA!  My question is, ""How has this village idiot remained IN POWER for 9 years???""",[],2024-11-02T12:47:23Z,@robertkahro4565
One word..... Trudeau,[],2024-11-02T10:53:01Z,@savagesweetheart90
Because he is an unqualified fool,[],2024-11-01T23:25:57Z,@waynedaub1889
"Sometimes I find it difficult to believe that Canada's current government has done so many things so poorly with such bad results without some insidious agenda behind it. In particular I mean:

- monetary policy 
- tax policy
- deficit spending and debt servicing costs 
- government handout schemes and procurement scams (NSICOP, WE Charity, summer jobs scheme, ""Arrive-Scam"")
- immigration policy 
- housing development 
- natural resource development 
- Covid and pandemic management 
- the scandals: SNC Lavalin, Governor General appointee, sourcing contracts conflicts of interest, ehtics commissioner appointee, Chinese government electoral interference ...

And then theres more stuff that have been problems since before 2015 when this government was elected that has just continued on.",[],2024-11-01T21:43:24Z,@RJKYEG
"justin is most welcome at our very exclusive all alpha male exclusive homoerectus located in alberta manylocations ,his nice hair hips and eyebrowsis ,most desirable in our little esoteric group",[],2024-11-01T20:29:49Z,@poledancingpaddy6029
no canadians supported the carbon tax,[],2024-11-01T19:36:11Z,@adonfizz315
We are also not quite struck on his corruption either,[],2024-11-01T17:05:48Z,@shunassy
Fake news.,[],2024-11-01T13:16:36Z,@colinevans4685
"we have ignorance in this country to. PP is a Canadian Maga. all for the rich, and the hell with the rest of us.",[],2024-11-01T12:24:25Z,@alexthornton672
Taxpayer money out the door to his friends and family,[],2024-11-01T11:12:48Z,@tommacdonald3142
"Everywhere the postmodern green broke due to its degeneration in the middle of the progress path.

They are rejecting the first tier and not including it. The first tier was not ready either - therefore the war against both tiers.

The leaders didn’t have the knowledge either of all tiers so they were forceful to accelerate the population to evolve.

I recommend Ken Wilber that has created the Integral knowledge. He is returning to talk in public after 10 years in recovery.

I spend two days and nights getting acquainted to his material and I understood what is happening with the West.

Hopefully everyone gets eager to make effort to understand it as well.

God help us all. The leaders must know this material too.",[],2024-11-01T09:27:38Z,@McD-j5r
"Trudeau let in way, WAY too many immigrants into the country in a short plan of time. That's too much for the system to bear. On top of that, instead of spreading the spectrum of immigrants from multiple countries, the huge proportion of the immigrants come from one country, India. That will create a cluster and therefore these immigrants will be big enough to feel they don't need to blend in with the rest of the population. That can only create resentment and this is exactly what is happening right now.",[],2024-11-01T04:13:32Z,@canuck21
"I'll tell you why Justin is hated, he's tyrant and a jackazz.",[],2024-11-01T02:34:50Z,@reggveg
"Irresponsible and imaginary infrastructure understanding?

Allowing unprecedented growth without thinking?

How about Allowing universities to sell the highest price to foreign students?

How about the child has never been hungry?

How about no consideration for the groceries prices being 50% higher in the Martimes versus Ontario and Quebec?

How about a diversity versus merit hirings?

Just a few ideas.",[],2024-11-01T00:17:55Z,@matthewsecord7641
Because he's ruined our country...he's pathetic,[],2024-11-01T00:14:56Z,@annettejohnson1673
"4:48 this is why I’m in support of him now, I’ve been a liberal for a very long time and I still support them provincially but he has the right ideas in mind as a gay Canadian myself",[],2024-10-31T21:46:24Z,@Lumiere192
The apple and the tree thing I guess.,[],2024-10-31T21:36:31Z,@Joseph2020-c2p
"Canada is a joke 
Because if we face any challenges and adversity we just jump ship and vote for the opposite party and the cycle continues to repeat and repeat without serious long-term plan",[],2024-10-31T21:26:05Z,@TARiiiQmusic
"Trudeau is unpopular because he’s a drama queen. He likes to look at himself in the mirror as he walks by one. And under his breath he’s saying, “ I’ve fooled all these asshole Canadians with my acting bulkshit.”",[],2024-10-31T18:01:48Z,@joelima3967
"Rather than using GNP or GDP as the key economic measure for the nation, I think we should try to develop a tool that looks at financial well-being (wealth) of individual Canadians.  And not just averages, but significant indicators: individual wealth including and excluding real estate, disposable income, cost of housing/food relative to income.  Net assets, etc.  And an aggregate number of some kind.",[],2024-10-31T17:59:08Z,@gameburn178
Canada’s always been right. Liberals are centre - right. Conservatives are plain right. Both parties support most of the same policies — especially immigration.,[],2024-10-31T15:08:17Z,@TheInternationalist
This handsome drama teacher is somehow supposed to run the country?,[],2024-10-31T13:10:32Z,@-qt5ry
"This guy, by our standards, is a bloody jerk-off.  He's even worse than his old man. 
Just get rid of him!",[],2024-10-31T12:49:40Z,@stuartkaye1477
Trudeau is the Peña Neto of Canada 😂😂😂😂 he spends and sells out his own country,[],2024-10-31T11:36:47Z,@capincrunch1184
"Trudeau is very immature, dumb, selfish ,hungry for power but  a gifted articulator, he has been abke ti fool some people for all the time and all the people for some time...what he could not do is fool all the people all the time.",[],2024-10-31T02:58:50Z,@dharamewada6922
Seriously? Nothing about migration,[],2024-10-31T00:17:39Z,@Toe_Merchant
"Indigenous person... well I don't dress like nor speak like sadly... but still at first I wanted to believe in Trudeau but he spit on all of us by no housing... I don't like how everything is getting ""expensive"" and I cant support myself sometimes due to him being nasty. Its gross. Sadly Indians will be our new Canadians and I don't like that. Then again some... SOME of them are cool.",[],2024-10-30T22:50:46Z,@somethinggoing904
"He is the right, we are the left gtfo news",[],2024-10-30T19:53:41Z,@sandysand3097
Freeland will be pm after poilievre.  The cbc and the libs will call poilievre Canadas trump for 4 years and then the libs will want to vote for a women.,[],2024-10-30T18:54:03Z,@sleemansilvercreek4796
"Canadian here. Trudeau was popular here and there is a good reason he is our prime minister. However, he has been absolute butchering the economy. His policies, federal and foreign have made many people here ask for new leadership. But Pierre is going to do no better for our country. In fact, I'd argue he'll plunge us into something even worse.",[],2024-10-30T18:06:10Z,@convec1320
"Canada is NOT shifting right, it is simply stopping Justin Turdeau from forcing the country hard left socialist. The liberal media has trouble understanding this basic fact: liberals are constantly shifting farther left toward pure socialism and marxism. If you take a snapshot of Ottawa today and compare it to when Turdeau first became PM, you'll see progressive--(pardon the expression)--movement away from free market capitalism, liberty, civil rights; movement away from the Charter of Rights and Freedoms, toward a surveillance society, higher taxes, and so on.",[],2024-10-30T17:33:58Z,@htschmerdtz4465
Freeland is popular? WTF??? Really? She's just another bovine fecalizer! Are you getting your news from CBC?,[],2024-10-30T14:02:55Z,@tiopolis
"This headline made me laugh out loud, again",[],2024-10-30T13:33:32Z,@StevenTourigny-c4t
Freeland is NOT a popular politician!!,[],2024-10-30T12:30:55Z,@robreneau2959
Living in Canada under Trudeau and Freeland is like being a passenger on a plane that the pilot is flying straight into the ground.,[],2024-10-30T05:34:20Z,@glennkemp7450
The hell with Trudeau,[],2024-10-30T00:56:27Z,@BR-ju2cq
wow,[],2024-10-29T23:32:25Z,@diceinsixgaming1955
"Trudeau should be in an ORANGE JUMPSUIT,along with the REST of his government and reside in an 8x8 cell. And please FREEHEAD is as HATED AS TRUIDIOT",[],2024-10-29T22:42:50Z,@mikecadman-u9r
"Truidiot is the ABSOLUTE WORST Prime minister in CANADIAN HISTORY,please do some fact checks before trying to PRAISE TRUIDIOT",[],2024-10-29T22:40:36Z,@mikecadman-u9r
"Truidiot is unpopular because the idiot is driving EVERY CANADIAN into the POORHOUSE,and I’m SORRY a MAJORITY OF CANADIANS are and always have been AGAINST his so callled carbon tax",[],2024-10-29T22:39:15Z,@mikecadman-u9r
2:25 bro just say improve 😭,[],2024-10-29T20:15:45Z,@ahmedharajli189
Freeland is infamous not popular.,[],2024-10-29T18:38:59Z,@thereluv168
"Are you kidding me.? Where have you been, what is it you don't understand about our Liberal Government.?",[],2024-10-29T15:59:37Z,@nerther7625
"Maturity is when u understand He is  unpopular across the 🌎 Globe ,Not just in Canada",[],2024-10-29T06:48:49Z,@santhoshsaladi8743
"He let too many outside people get citizenship in canada, canada's own population is suffering, now that population is gonna decide whether he stays or not.",[],2024-10-29T05:06:48Z,@oootkarsh
"Middle class is now lower class. You can’t buy a home for your family for less than million dollars (and our incomes have not increased to match). MILLIONS of immigrants in a housing crisis have left us out in the dark. Not well vetted immigrants, may I add.",[],2024-10-29T01:32:20Z,@teresab7897
"Because he’s a treasonous crook and a fascist, my house under harper was $45,000",[],2024-10-28T14:19:21Z,@JamesThompson-vs4kg
"What do people think....CONTINUE ON THE SAME PATHETIC PATH....  WTF IS WRONG WITH PEOPLE...  just announced on national tv news... 30% of all food banks DON'T HAVE THE SUPPLY FOR THE DEMAND...  Canadian Taxpayers Federation announced that EVERY MAN, WOMAN AND CHILD  CURRENTLY CARRIES A NATIONAL DEBT OF $30,000  times that by 40 million people    Trudoo you and your pathetic government are out of touch with reality....",[],2024-10-28T13:54:15Z,@Mooseracks
Because left is for idiots,[],2024-10-28T07:41:27Z,@mikefibre5337
He's an idiot and a  criminal is why people dislike him. His woke hyper progressive policies border on communism.,[],2024-10-27T21:51:20Z,@kcee777
Are you sure Canadians have moved to the right? Or have the Liberals moved so far left they’ve essentially moved off the scale?,[],2024-10-27T21:03:57Z,@Starrynova
Its not that Canadians are shifting right. Its more that the left changed their definition/meaning of their party's beliefs. And Freeland is the devil's first cousin.,[],2024-10-27T13:20:21Z,@HumbleOwl
To much immigration !!,[],2024-10-26T16:27:03Z,@raylocke282
He should be jailed for ruining the country. He had no idea of what his duties are,[],2024-10-26T04:15:24Z,@joelima3967
Trudeau is a toxic politician. I feel sorry for Canada,[],2024-10-25T19:50:35Z,@Ut-s3u
"Canada PMto Support to criminals, drug mafias",[],2024-10-25T18:12:04Z,@palaniappanthachanamoorthy6829
What is your reasoning for saying balancing the budget is right wing????,[],2024-10-25T12:59:20Z,@michaelkim5854
"😂😂😂😂

He's done a horrible job of governing. That's it. It's simple.",[],2024-10-25T02:17:32Z,@dandrson7903
Trudeau might not be popular but I guarantee Canadians will still vote for him in the next election.,[],2024-10-24T14:23:17Z,@anonymousanonymously8216
Because the left has gone full commie on us.,[],2024-10-24T08:25:44Z,@deadmanslastwish
his reputation abroad is... the reputation of an egomaniacal autocrat!,[],2024-10-23T22:54:32Z,@fiddleronthebike
"Canada hates Trudeau, Freeland and the rest of the liberals",[],2024-10-23T20:57:00Z,@bomber16
"Canadian here, this video misses the mark by omitting key points:

1. Trudeau's dictator response to the Freedom Convoy (including freezing Canadian's bank accounts!)
2. Immigration is out of control (creating housing crisis and healthcare system is crumbling under the pressure).
3. He has way more scandals then just the one mentioned.
4. Chrystia Freeland is NOT popular!

Pretty big things to miss esp the Freedom Convoy... that was a global news story!",[],2024-10-23T18:44:40Z,@tampicocast4940
Freeland popular?  Most Canadians think she sounds like nails on a chalkboard when she talks...,[],2024-10-23T17:07:06Z,@Trooper599
Pierre Poilievre is our only hope!,[],2024-10-23T08:36:27Z,@DPo_Kat
"i used to go to Canada for vacations every years, but not anymore, it's feels dirty, there's way more homeless then before, marijuna smells everywhere, zombies from worse drugs, and while it's not usually a problem, pride flags EVERYWHERE, i don't usually care about lgbt, but they're only like 5% of the population, there's no reason to have rainbow flags in 100% of places","['+ too many indians and asians', 'Also, yes']",2024-10-23T08:09:31Z,@That_one_troll
TLDR is fakenews transgendered freak show😂😂😂 shameful liars,[],2024-10-23T05:42:04Z,@fortunatocardenasiii6433
Doesn’t give a rip about Canadians,[],2024-10-23T03:50:08Z,@Daftok
Because he is evil along with most in his party,[],2024-10-23T03:47:24Z,@Daftok
Elect Socialists like Trudeau and you get socialism. It’s pretty straightforward really. History repeats itself.,[],2024-10-23T03:11:06Z,@rickluttrell5529
"NDP... Needles, Drugs, Poverty. aka No Democracy Party
NDP! TRUDEAU MUST GO",[],2024-10-23T02:04:49Z,@Jim_Bob
27 year old Canadian engineer here. We need Pollievre in office ASAP!!!!! Trudeau has hampered our energy sector like crazy!!!!,[],2024-10-22T13:46:09Z,@Blueberry954
Because he is a communist,[],2024-10-22T13:00:38Z,@robeno515
He solded Canada to psychopaths lol😂😂😂😂😂,[],2024-10-22T05:01:32Z,@JPDeshaies-y3i
She is not popular!,[],2024-10-21T22:53:03Z,@inadisapio8184
No Ukraine support!,[],2024-10-21T22:51:28Z,@inadisapio8184
No thanks CBC is owned by Truedope,[],2024-10-21T22:47:50Z,@inadisapio8184
He is not popular at all,[],2024-10-21T22:46:43Z,@inadisapio8184
He has long pasted his best before date 😮.,[],2024-10-21T22:34:26Z,@BruceBuffett-zo8jn
"Axe the tax. Build the homes. Restrict the borders. Also stop treating law abiding gun owners like they're criminals. 

Poilievre '25",[],2024-10-21T14:00:21Z,@theschof96
Election now!,[],2024-10-21T09:22:41Z,@AD-oy8nm
A modern example of a dictator,[],2024-10-21T04:44:24Z,@xlynz69
He is an idiot and wants to be a dictator haha 😂 Putin laughs at him. 😅😅,[],2024-10-21T00:16:56Z,@charlenelohnes4698
Because he thinks he is better than any one in  the world... Looser turdoo shame on him. You want him? Have him.,[],2024-10-21T00:15:30Z,@charlenelohnes4698
As I watch this an anti truduea protest started outside my apartment,[],2024-10-20T20:59:34Z,@BiologicalComputer
Isnt electrucity produced mainly by burning coal. Also electrical cars are too expensive,[],2024-10-20T17:18:40Z,@ishanipimpale
"Its a canuistani, nobody cares because it dosent matter.",[],2024-10-20T03:38:10Z,@JohnE9999
"You are close, but still off with Canada.
 But nevertheless,  pretty good",[],2024-10-19T16:28:37Z,@charlesmason538
"How about the waste and corruption.Like the Green Slush Fund 400 million plus, and Arrive Can at 60 million plus (it is a phone app)",[],2024-10-19T16:24:42Z,@charlesmason538
"Idk what ur smoking but no one sees him as the way you described internationally at the start. Trump trashed him, Biden ignores him, China laughs at him.",[],2024-10-19T14:43:21Z,@Latinboxinggloves
The criminals and drug addicts completely ruin all major cities is one of the main reason people are so mad at the Trudeau government too.,[],2024-10-19T14:09:14Z,@anticom
"This has to have been the worst Govt Canada has ever seen! However, this Typical Canadian Politics! The Liberals always Tax and spend, people tire after a number of years, then vote in a Conservative Govt, who can only cut spending to try bring the Budget back under control. Then in a few years they tire of this too, and vote the Liberals back in, and on and on it goes!",[],2024-10-18T04:19:10Z,@Farmguy1
"I hate how people blame trudeau for shit that is genuinely not trudeau's fault. Now before you skin me alive or cheer for me. I don't like the guy. I hate how he fucked around and failed to bring us election reform. It was the primary reason I voted for him, and I'm genuinely suprised it never seems to be on people's mind. When I explain the concept to everyone, they almost all agree that reform would be a good idea, with just a few people simply not trusting politicians to not reform it for their own benefit. Yet, no one seems to care that it wasn't implemented. 

Fucking christ, y'all hate Trudeau for shit Doug Ford did to you. Seriously, you need to research into the policies that lead to how fucking exepensive everything in this province is. Y'all call trudeau a tyrant when he tries to give money directly to cities to assist with the housing crisis, yet expect him to solve problem he's only capable of tackling but moving past the provincial government. 
You have ford specifically getting in the way of improving our lives because this basterd knows y'all will blame trudeau. 

Hate trudeau all you want, ill be there right next to you. But pay more attention to your provincial governments, and even local governments. You'd be blown away by the amount of control these closer forms of government have on the cost of living and your day to day quality of life. 
I know I'm asking for a lot of effort, and you probably have already disagreed with me 3 times. I dont give a fuck if who you vote for, but pay more attention to the provinces. Please be an informed voter.",[],2024-10-18T01:51:27Z,@plaecholder
"Freeland is the LEAST popular member of Parliament! I cannot think of a single friend or neighbor who even REMOTELY likes or respects her. In fact, we get great pleasure razzing her on Twitter. She is sloppy, arrogant, has an annoying way of speaking, she clips her toenails during parliamentary sessions, in full view of the visitor's gallery and TV cameras, which embarrasses the HELL out of Canadians! She talks DOWN to people, even her elders. She has NO background in finances, she is evasive when questioned about particulars, she walks quickly away from ANY citizen who stops to talk to her. She is uncouth, does not dress or do her hair in a way becoming her station in the government. She is rude. I cannot stand her.",[],2024-10-17T20:23:54Z,@rosemurray
I'd rather listen to Justin Bieber than Justin Trudeau,[],2024-10-17T05:18:02Z,@satoshinakamoto3342
He is so unpopular because he is a pathological liar who has destroyed Canada to stay in power. Just like a Chinese or North Korean dictator. He is a shameless scum bag.,[],2024-10-17T05:14:04Z,@reubenpatro8421
freeland is not popular at all,[],2024-10-17T01:48:09Z,@tristanriddell9013
"If we vote for conservative, and Liberal party you can't expect any level of change. Think of it those two parties have been in power from 1995. If we don't change the way we vote different like the green party or NDP.",[],2024-10-16T13:09:57Z,@totaltrinkets
"Justin you are a stone cold looser , the only smart one was his X wife. She took of with a paediatrician 😂. Just was like being married to a 13 year old.",[],2024-10-15T21:17:08Z,@bob1519
"He seems stupid and doesn't make too much sense.  
His policies are regressive in most ways ... Canadian students cannot find jobs after graduation in their field of study so  ... what does he do about it? 


 THE RICH in CANADA’S population ... vote for ...",[],2024-10-15T14:25:03Z,@sonjajane4426
Trudeau isn't unpopular like you think. Its just that the conservatives aren't trustworthy. Stephen Harper destroyed the long Sensus during his war on science. People kind of think food prices could go down but they wont. They blame trudeau for things out of his control because poilievre tell them its Justin's fault. Its not. Most Canadians will come to their sense when its voting time and will vote liberal. If they don't Canada will say goodbye to free healthcare. WILL send every scientists from abroad home and the government funded will get fired. Social programs will get massive cuts. Food and gas will stay high because there's no reason it would go down because costs are going up not down.,[],2024-10-15T12:20:40Z,@JohnJ-p7o
Because canada is a mess under trudeau. All countries are hot mess under the left/progressive/socialism/communism.,[],2024-10-15T04:13:29Z,@BanhMiAu
What's not mentioned?  There's a federal and provincial tax on top of the carbon tax.  4 billion collected so far just on the tax on a tax.,[],2024-10-14T23:18:26Z,@cnn8420
Is he really? I call BS. It’s just all the very loud lonely man babies 😣,[],2024-10-14T20:25:26Z,@shelleyb1121
