comment,replies,date,user_name
she was to young to get this hate. i freaking miss my ult love </3,[],2022-01-02T15:03:01Z,@aethfx350
"""i wonder why lately man they all committing suicide""",[],2021-11-09T19:27:41Z,@memes9560
Choi sulli life is so beauriful why you do that suicide you are beautiful in and out. You dont need to.listen to the bad people or pants,[],2021-11-08T05:58:40Z,@rollylacay7140
"Choi.sulli is very talented and she have a good voice and good in acting.
I really love her series to the beautiful you.",[],2021-11-08T05:56:36Z,@rollylacay7140
Rest In Peace Jin-ri.,[],2021-11-07T00:45:22Z,@ImSundayz
"October 14, 2019 was her last breath. And here i am on October 14, 2021 still can't move on cuz of sulli's death. She didn't even get to celebrate 2020 New year before her death. R.i.p Gorgeous, you're in a better world now with no haters🥺❤️",[],2021-10-14T05:53:04Z,@carmelakiarahbellcamposano1787
Omg I'm really sad 😭😭😭😭😭😭😭😭,[],2021-09-22T05:42:33Z,@rhianclemente4301
It’s because everything in Korea is material and nothing is real the only way to feel is death,[],2021-09-20T02:56:26Z,@asianmelb
It is really sad for IU 😢😭😭💔💔,[],2021-08-20T08:09:55Z,@moaarmyforever2043
This is truly a tragedy!,[],2021-08-11T02:23:10Z,@bpalmento3468
"People get more respect when they are dead 
Why don’t they mind their own life 
Haters hate players play - Kim Namjoon",[],2021-08-02T19:07:43Z,@hs157
I feel so sorry for her that she didn't get much love when she was alive and the fact when she passed away shes getting more love now guys we need to show people love because we never know when a person has thoughts about leaving this world guys but this message won't get out there I only know that because this world is a evil place but one thing I do know is she's gone and she's never coming back but her warm heart and her legacy will live on forever she can rip now👼,[],2021-07-27T16:02:54Z,@Ashley-ws7dd
"I usually really hate k pop but man no one deserves this,  everyone deserves happiness and she was really young, fly high. The K-pop industry is brutal.",[],2021-07-27T07:38:33Z,@anotherbigfootwithinternet2147
Ayo this is just sad what is the difference between KPOP and Cults at this point. They both kill.,[],2021-07-13T05:08:12Z,@raidenhere.
How can 15k people like this vedio 🤯,[],2021-07-05T08:35:58Z,@chayachavan7589
"remove your Social media presence .stop comparing yourself to others , spend time in close with nature , stop thinking too much ,study Islam ,learn about your creator ,ask help from Allah , only Rememberence of Allah will keep one's heart satisfied .",[],2021-06-27T18:52:29Z,@alphaman7713
rest in peace. you were just another normal person like everyone in the world.. you didn't deserve all the hate said about you.. awful people in this world..,[],2021-06-14T10:13:57Z,@JohnChinny482
HER BLOOD IS ON THEIR HANDS!,[],2021-04-22T22:02:18Z,@arthurgarcia7850
ungrateful haters why do they always mess with people's lives... aren't their hateful comments not enough..yy do they have to sworn for their lives..💔💔,[],2021-04-14T01:33:20Z,@bokazap6128
Almost as if commercialising a human being is horrible on their mental health.,[],2021-04-11T17:11:40Z,@steverico3090
Finally have some faith in humanity again.,[],2021-04-09T01:38:57Z,@ggkproductions1632
Most beautiful girl,[],2021-02-24T14:20:41Z,@sabrinarahman6803
We will always remember Sulli,[],2021-02-19T07:02:53Z,@moonlightandstarry2313
As far as I know of hate comments are from Korean radical feminist after being sued found out most are women 20-30s some teenage girls,[],2021-02-16T22:19:26Z,@jpkimsavenergy
Plastic surgery killed her,[],2021-02-16T10:18:36Z,@SuperSanic..
Sulli found dead her home but why who did it to her,[],2021-01-17T12:28:58Z,@محمدالعنزي-م2ط1ج
She was so beautiful 😔,"[""It's pure plastic surgery""]",2020-12-23T11:41:46Z,@nubiandoll7
HAHAHA,[],2020-12-21T09:30:37Z,@tallnigget7104
"I don't think anybody should be saying things maliciously just two blow off steam or just two say something and then turn away and forget about it not thinking how it's going to affect others but at the same time for god sakes people what the hell is going on? are we so thin-skinned that you can't read comments by somebody that you don't even know that's never known you personally and those comments that cause you to commit suicide ? for fucksake people grow some thick skin what the hell is wrong with you people. My God somebody said there should be laws against comments now we're talkin about subjectivity for God's sakes. I've never heard of this person I've never seen this person I don't know this person she's not ugly she's not pretty she's not attractive to me she looks like a circus clown with all the makeup on. But that's just my taste I wouldn't take the time to tell her about it cuz I could care less what she thinks of my opinion and she could care less about my opinion I guess she cares little about anything now.  people, grow up",[],2020-12-16T17:55:09Z,@spankedbywife1018
Isn't she the gf of Shaun?,[],2020-12-16T06:37:35Z,@nevaios7306
"Huh...... What a beautiful girl......
Like, think of it people ( People who hates on her, which also mean the one that push her to her death.) :
Me, who's a normal living. Get few hated word from others and I'm crying wanting to die. While her ( and other celebs) getting so much hate from the freaking judgemental keyboard society, can still take it ( And now, she just want everything to be quiet. Rest in peace..) . So, how many people do you want to kill?",[],2020-11-29T13:03:32Z,@eggcellentperson2302
its true she was murdered by society,[],2020-11-21T02:54:04Z,@Itslisb13
RIP to those who bully Sulli,[],2020-11-15T06:56:06Z,@christinejoysalido8138
RIP Sulli and goo hara,[],2020-11-11T22:22:54Z,@0.0mviews98
"To all her fans. God is good, right?! Thank your imaginary god!",[],2020-11-06T00:28:55Z,@jobertlocsin3245
"She didn't even did any thing wrong why were they hating on her they should not comment mean things to any idol that they do not like , the artists work very hard and when they see this mean comments they get really hurt and they can even commit suicide I didn't even know her but I still feel really bad for her if you hate someone don't comment mean things just don't watch or Stan them they work really hard",[],2020-11-04T17:35:59Z,@asmaisakitten
Suli may she rest in peace 💛💛,[],2020-10-23T14:34:52Z,@amnarauf5456
I wish....... I wish one of those best fans family or neighbor could accompany them during their last time......  They would have been saved jonghyun sulli and all whom we missed  I hope yall found happiness in heaven rip,[],2020-10-19T10:56:09Z,@shysugarmommy4659
All need a friend which they fell free and can lean on their shoulder,[],2020-10-15T14:23:23Z,@tamgaming3564
Why do some people have to be cold,[],2020-10-15T14:21:20Z,@tamgaming3564
I miss hed,[],2020-10-13T21:06:25Z,@nexolord9
Legends have it that she died from the Corona virus.,"[""That's not a joke"", '@@nexolord9 oh sorry']",2020-10-13T13:00:16Z,@ihadforeskinwithporkbellyf9306
GUYS THATS NOT TRUE SULLI IS NOT DEAD SHE IS ALIVE I DONT KNOW IF YOU RECODNIZED BUT AFTER SULLI DIED AFTER 666 DAYS JEONGYUNG DIED TOO SM IS USING SULLI FOR A RELIGION SM BELIVE,[],2020-10-09T13:33:43Z,@itzmarrisa6469
😭😭😭😭,[],2020-10-03T01:10:12Z,@k.p.o.p2344
"YOU ONLY CHOoSEsing I.J. or K.J. OF YOUR FUCKING 
w h o l ENTIRELY LIFE
LIKE x a m p l e :
 ISKCARi😈T 
JHUDEdas u I c i d e D A L,,,,,,,,,, his life to REGreTting SINs,.!?
OR KCHRIST😇 
JHESUs a c r i f I c e C I N G........ his life to all PEopleSINners.,??!!",[],2020-10-02T08:23:00Z,@joyarboleda2996
"this is so sad, alexa play despacito",['@James Henry Smith do you NOT KNOW WHAT I AM TALKING ABOUT?'],2020-09-30T15:08:31Z,@djcoasters2732
From India i hope ur soul may rip,[],2020-09-28T17:11:08Z,@udaykumar3727
"Damn this is just so sad. She so beautiful and so much potential. 

The law would be a bad move for society though. Think about how the big companies and government would exploit it - silence/censor criticism. It would be MUCH MORE helpful to focus on acceptance/promote mental health. Banning free speech would be like banning all cars to prevent traffic accidents, in my opinion. 

Much love",[],2020-09-16T19:43:16Z,@WALKUREX
She could have  escaped somewhere.,[],2020-09-16T19:39:40Z,@uspstaxamazonshopping4009
"PACTSNTL.org Newsletters July 3, 2020 about insidiously diabolical orchestrated Epidemic Suicides, Homeless, Shooters, more with Derrick Charles Robinson on Facebook + Splcenter.org + HateWatch.org",[],2020-09-14T02:57:51Z,@lornakim5008
"I was just looking her up after watching one of the episodes of To The Beautiful You. Never expected to find out she suicide... I won't be able to carry on watching the drama with the same feelings knowing something this horrible has happened. I've only discovered Sulli from the drama and was beginning to become a huge fan, that will not change. I know we can't do much now but we will be able to change the judgemental society and prevent anymore devastating events from happening. RIP Sulli, we miss you <3",[],2020-08-31T22:05:22Z,@markwildbloodpromos
What type of suicide?,[],2020-08-30T03:22:13Z,@SaRaH-wy1rb
i think it's not a suicide..,[],2020-08-24T19:50:46Z,@didyoustealmyfood8729
"Although that I wasn't a fan of her Band, I was crying for her and the others.

I keep thinking when Kpop idols commit suicide how hard it was for you to sink so deep.  I wish with all my heart that not more Kpop idols have to die.  

Everyone who reads this should know that he is not alone, you do not have to hide. I and many other people are there for you to listen to what worries or thoughts are on your mind, so that you do not carry this heavy burden alone, we are there for you and support you so that you feel yourself better and you realize how bad it would be if you were no longer in the world.  
We all love you too when we don't always show it.
Each and every one of you deserves to be in the world, so appreciate that too. Kiss😘😘❤️❤️🌞🍀
I love you🌻",[],2020-08-23T19:17:34Z,@emmamariedoench8944
I stil don't understand why so many peoples hate her,[],2020-08-22T11:31:57Z,@sonalika6916
#besayori,[],2020-08-20T04:25:03Z,@1800LC
"i love you sulli..thank you for everything,choi jin-ri you’re strong you’re perfect you deserve all the live from the world be happy you work well rest in peace my peachy angel 🥺❤️🙏🏻🍑",[],2020-08-12T13:43:10Z,@louise5585
The world is sad,[],2020-08-12T12:53:08Z,@mikecastro4754
"When u people write hate comments on any idol, it hurts them too much..
 Cause they r already suffering from exhaustion of their schedules. And plz be kind at least he or she is doing better than u.... rather than lying on bed... they r doing hardwork... plz.... be kind...",[],2020-08-10T15:10:15Z,@Thatskystar.
We want justice life is not joking and idols are not dogs even agency not protecting to idols what kind of this pop agency they should changes some rules for idols 😡,[],2020-07-31T06:16:18Z,@lovemylifebeauty2090
I still cant understand how people living comfortably while cyberbullying others. How can do this thing. :( I'm scared.,[],2020-07-30T01:08:46Z,@yeosanglinesstan6996
"I'm not a K-pop fan and I came back, bc I remembered her, I'm still sad bc she commited suicide these haters, I swear I wish they never exist.",[],2020-07-27T19:57:49Z,@sansshiber5060
"they're blaming it all on the cyber bullying. okay, here:
most trainees don't get in, get cut in the middle of their training, etc. she was so lucky to get in. but, was she? instead of smiling, playing, meeting friends, having birthday parties and remembering the feeling of growing older, she got tortured and beaten down whilst trying to smile and stay confident, trying to give the manager's everything they wanted so she could do what, become an idol? force herself to work and not collapse infront of an audience, keep an image with only 300 calories a day when the average is 2,000? not even be allowed to drive and missing out on massive opportunities? getting scandals from haters and even fans, can you even call them fans? being judged every single second you're breathing? not allowed to be honest?
then, logging onto any socials in the morning and find out you've got sasaengs to deal with and about 10,000 hate mail? realizing you're in a scandal and typing to your idol friends before realizing you're going to be late for whatever shit it is? 
i think she had enough reasons to commit suicide. yes, i'm sad she did it, but i just hope she's happy.",[],2020-07-15T20:12:31Z,@lovxe
"People in the comments are so hotheaded when the case is not proofed they proclaimed that it was a  suicide... suspected means have an idea or impression of the existence, presence, or truth of (something) without certain proof.
We basically don’t know what happened... and we should not go to conclusions.",[],2020-07-15T13:26:54Z,@sumayachannel6966
"Now , Once again I take a look into the Korean drama "" to the beautiful you"". Then I searched about the artists.  But it's a very sad news for me. Never ever expected this💔 .
May her soul rest in peace. Love her from India 🇮🇳",[],2020-07-07T20:52:18Z,@anu-gc5hi
I'm very cry and Saddest Lonely Sulli,[],2020-07-06T12:32:24Z,@patricianicolesebastian4635
People only care when its to late,[],2020-07-06T06:33:44Z,@moshrefzaman7642
I don’t get why people say she was ugly I did not know her I saw her picture as a f(x) card and was blown away by her beauty and I think mostly the ones who are ugly judge them cause they are jealous,[],2020-07-05T20:25:23Z,@s.zgaming7806
Guys can u tell me ho died,[],2020-07-01T02:34:05Z,@ruelmomo9164
i also kinda wish that people who make content for us would read the positive comments only,[],2020-06-30T02:25:55Z,@Grace-hw2qk
Lol,[],2020-06-29T05:11:18Z,@ssenzulean
korean netizen is dangerous and crazy,[],2020-06-26T15:26:51Z,@kelvinvictor7870
i hope the one who hates sulli regret it,[],2020-06-24T12:59:11Z,@louiseyyu
"Haters how do u feel now, you killed her so how does it feel being a murderer oh its not the first time, right? You all haters kills people with hurtful words, you guys don't even care about how it will affect that person life, why did u hated her? She didn't even know you, at least give a proper reason of hating, you didn't only made her life hell but also the life of the people that loves her, the person u love disappear and you don't understand a single thing, it feels so empty, I hope that you all haters go through what she went through and u guys will, remember it, don't think the peaches will just sit down and cry, I will not sit back and do nothing, I will show u what you did was wrong, *wait for it*","['Those haters are definitely gonna pay back!', ""@@sunoosacclaimedboyfriend2646 Yes, just how much my angel went through I want them to get through trillion time more and I want them to live like this forever, I hope they don't find happiness even for a sec""]",2020-06-17T14:49:08Z,@korean__world
Alay tod,[],2020-06-16T03:55:05Z,@husakashi1541
sulliyahhh i miss you 😭😭😭,[],2020-06-15T18:04:16Z,@wizsone3920
Honestly I never listened to k-pop but this is mad sad R.I.P,[],2020-06-02T21:46:56Z,@jackwellington12yearsago62
Oh my god SULLI WHY!,[],2020-06-02T07:36:23Z,@sunooslipstick2073
"I still cant believe people are following these kpop idols who are nothing but depressed...They will make u depressed as well...
Let me tell u how its gonna happen and pls dont blame me bcs its my personal opinion...

1) Making people believe that buying gucci and wearing sone rich clothes dining in big restaurants...moving in cars worth billions will make u happy...Hell no bcs THE SAD REALITY IS EVEN THE RICHEST RICH ARE WITH THE WORST MENTAL HEALTH...And THAT all is said by increasing suicides occuring in kpop during these years!!

2)Listening to their music consisting of some hypnotising verses that u want to listen to it again and again such that u get addicted so badly...And lose focus...Trying to be perfect according to theirs beauty standard and constantly pleading to becone like them to makr ur skin look like them flawless...lastly  dissapointed distraught with urself with minimum self esteem of ur looks decides to go for a plstic surgery!!!

Dont you guys dare lie if u follow kpop vdos and havr never ever thought once ABOUT THE SURGERY THING 

3)Following these idols watching and revisiting their vdos again and again...And that person doesnot even know u exist...

Hell I did these mistakes and regretted 6 months tht were wasted ..Dont repeat it guys...Especially the teenagers u will get distracted when finallly getting to know time u wasted!!!!!",['Thank you...'],2020-05-30T15:46:13Z,@clinicaldietitiannotes5552
"Stay strong like Solar future K-POP idols and idols. Don’t let hate get it your way, it’s showing how weak u are. The haters know your weak, so they let u hate yourself",[],2020-05-29T23:10:40Z,@God_is_Good0803
Comments are nothing,[],2020-05-21T02:23:59Z,@mikecastro6853
Why why you were beautiful 😭😍,[],2020-05-21T02:22:40Z,@mikecastro6853
"There's a price some stars pay to rise and stay at the top. When shadows keep chasing you for a ransom too high, they make sure to collect it by all means necessary even death. Do not be deceived by news reports, these stars too love their lives,,,suicide, overdose are just cover ups for murders by higher forces and principalities too powerful for any police, govt or organization.
Choose eternal life over stardom if that's what it comes to. 
Life on earth is just meaningless and a small fraction, yet full of pain and betrayal. 
Accept Jesus, believe in God that's the only way you can save yourself from the world and enjoy eternity in heaven with God himself.",[],2020-05-16T15:00:49Z,@Elizabeth_Gesare
That's true ...celebrity also has a heart same like us..why people criticize and comment them badly...their words hurts them vary much as like us when someone says that to us..,[],2020-05-16T11:22:46Z,@PS-mv3dq
"What annoys me is when this is talked about it dosent changeqnything. why cant cyber bullies get done for crimes of man slaughter if you say ""words dont hurt"" your wrong the mental damage you take isnt the far from physicall abuse as some one whos been bullied(not to this extent) i understand why thousands of people insulting you for being you can make you depressed i just hope cyber bullying can be cracked down on and punished so it dosent keep accuring and we dont loose people as great as suli at such a young age",[],2020-05-15T07:40:08Z,@lynseybradley956
I shock my bias sulli I want I want  I WANT SEE MY REVENGE AGAINTS HATER  god is  my witness  I have everthng  it's everything can stop me sm  nothing to do me,[],2020-05-14T04:58:42Z,@CrossJeniel
"Do you know how much it would have hurt when she read painful comments on her. She is sensetive
Many k-pop idols are holding back their tears. 
For ex Jennie Kim of blackpink ( my bias )",[],2020-05-13T15:14:36Z,@VENKATESH-rp9sk
"People cyberbully, but act so innocent when they end their life 😔🌹 R.I.P. Sulli, Goo Hara, and Kim Jonghyun",[],2020-05-11T16:06:09Z,@Vvivizlover11230
Actually....it was a murder ..........Haters killed her 😭😭,['lmao'],2020-05-09T05:50:13Z,@anjanachauhan1385
"I don't understand korean fans, why are they bullying the kpop idols for such nonsense things. I mean hello? You have no right to degrade anyone especially that you have nothing to do with them. Many crazy and ignorant korean fans. How shameful",[],2020-05-04T23:42:50Z,@mcbee3332
Plot twist she was murdered and the government just doesn’t want us to know,[],2020-05-03T07:18:23Z,@ryanlau1687
"I misse you sulli
#God-bless-you-sulli",[],2020-05-01T17:01:08Z,@Mimi-qc5ub
지금 봐도 속상하네.,[],2020-04-29T06:17:04Z,@dami2829
There are something going on in Korea industries of stars..which we don't know for sure...that must be worst for the artist...they might have been killed and they are just saying suicide to playsafe the community  ..much worst they blame the dead person as they will tell in the media suicide...worst....korea is a bully....,[],2020-04-27T02:14:55Z,@ambhetshey2864
Why all hate her?,[],2020-04-25T03:08:22Z,@angelbeey
Maybe you need visit place where people got starving and struggle to life.,[],2020-04-21T10:19:41Z,@bowor98
I miss her 😔,[],2020-04-19T23:03:09Z,@sherrykim5372
"People don't want to die, they just want to end the pain",[],2020-04-17T16:42:42Z,@voteyinghao
"""You're not ugly, You were just born in a judgemental society""

-BTS Kim Namjoon","['🥺👏🏻', 'I miss her', 'Not actually a quote from him. Look it up', '@𝓣𝓪𝓵𝓲𝓪 𝓜𝓸𝓻𝓮𝓪𝓾 rm love all people bts learn.us respect all people u dont know him u.r definitely a hater for my babies', '@𝓣𝓪𝓵𝓲𝓪 𝓜𝓸𝓻𝓮𝓪𝓾 believe it or not: people change.']",2020-04-17T16:42:15Z,@voteyinghao
Whoa her perfect English pronunciation,[],2020-04-16T06:05:27Z,@jolieusher
The fact that they have to make a law to prevent people from hurting others is just tragic beyond belief. Shouldn’t that just be common sense? Treat others like you want to be treated? I can’t believe these people,[],2020-04-15T04:25:12Z,@SuperMarioGalaxy1357
Maybe if she listened to twice she wouldn’t be dead lmfao,"['This is so disrespectful. She went through something nobody ever should and your making jokes? Shame on you..', 'Chuga chuga Tzu tzu make her once', 'Chuga chuga Tzu tzu LMFAO!', ""You know sometimes I'm disappointed to be a kpop fan, just seeing these types of comments gets me disgusted."", '@@chugachugatzutzu6182 especially you, wtf, ""pull a sulli""? no words.']",2020-04-14T14:40:39Z,@UrMom-rc5jz
Everything change when people die and move on like nothing happened..racist people sucks!!,['wussup my n word'],2020-04-13T07:39:34Z,@belleblack3112
U can’t just kill people if u don’t like them cuz they didn’t do anything harmful to u,['Vietnam ❤  Japan'],2020-04-09T16:14:09Z,@vanmanhduong9883
There something wrong with SM most kpop idols commit suicide from SM 😡,[],2020-04-09T02:56:40Z,@freddiemercuryslittlecats2269
"shit that who bullied her,, i just startingbto watch her and idolized her",[],2020-04-06T18:36:58Z,@jervyrabanal4962
"FUCK THOSE MOTHERFUCKERS THAT SEND BAD MESSAGES TO HER, GET AN ASSAULT RIFLE AND BULLET THEM 172627252816186 TIMES IN THE FREAKIN HEAD
AND SRRY FOR SAYIN BAD WORDS BUT IM STRESSED SsaaaaaaaaaaaaaaaaaaaaaaaAAAAAAAAAAAAAAAAAAAAAA","['I did that\n#proud', 'maybe if you kpoop fans stop being toxic on  twitter and making fun of peoples deaths this shit wont happen again dumbass']",2020-04-06T13:26:10Z,@deeejaydavi047
"I'm Greek , In October I saw a greek tik tok about Sulli with rest in peace texts and I saw a comment that was saying "" a Chinese crybaby is gone, and?"" I didn't want to comment something after that",[],2020-04-04T20:29:37Z,@magicalmelongirl
"My friend told me about this last year. And I didn’t know who she was, until I started listening to f(x) and realized who she was. And I wish I was a fan before all of this so I could have supported her...",[],2020-04-04T00:29:19Z,@autumnreininger5995
I don't seem to understand why a lot of Korean celebrity comit suicides?,"['Because it is a shithole', 'I’m a kpop lover because the fandoms quite toxic and rude sometimes']",2020-04-03T10:38:52Z,@aileenb1779
I miss her so much 😭💔😭😭💔💔😭😭😭💔,[],2020-03-30T22:09:11Z,@elizafransson4532
"Happy birthday sulli
Rest in peace 🙏🙏",['😭'],2020-03-29T10:35:18Z,@aarna3625
Rest in peace to sulli the south korean k popstar singer,[],2020-03-29T00:08:10Z,@davidacosta3545
happy b-day Sulli wherever u are <3,[],2020-03-28T18:23:21Z,@whatevernuga6988
HAPPY BDAY SULLI! We all mis you 😭🕊🕊,[],2020-03-28T06:59:46Z,@yami.x4454
And yet after all the horrible things we’ve seen happen people still act like this. It’s always gonna be like this we never learn from our mistakes,[],2020-03-26T22:17:22Z,@SkipperAmss
This is just sad for both but at less she is safe with god,[],2020-03-23T23:25:38Z,@elizabethafton8747
Whyyy,[],2020-03-23T23:25:01Z,@elizabethafton8747
